Rep	Pop	Gen	Eco	Plot	Subplot	Treatment	Leaf_3	Stalk_3	Herb_1	Leaf_4	Stalk_4	Herb_2	Leaf_5	Stalk_5	Herb_3	Leaf_6	Stalk_6	Herb_4	Leaf_7	Stalk_7	Herb_5
118	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	OCC-31	G1	I	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	OCC-31	G1	I	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	SWB-11-1	G3	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
27	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1
28	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1
32	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
36	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
44	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
49	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
50	SWB-11-1	G3	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1
52	SWB-11-1	G3	C	2	A	Control	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1
53	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	SWB-11-1	G3	C	2	A	Control	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1
55	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
60	SWB-11-1	G3	C	2	A	Control	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1
61	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
63	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
65	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
67	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	SWB-11-1	G3	C	2	A	Control	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1
71	SWB-11-1	G3	C	2	A	Control	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1
72	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
75	SWB-11-1	G3	C	2	A	Control	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
76	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	SWB-11-1	G3	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
106	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
112	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	SWB-11-1	G3	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	SWB-11-1	G3	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	MRR-13-2	G2	C	1	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	MRR-13-2	G2	C	1	A	Control	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
28	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1
34	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
40	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	MRR-13-2	G2	C	1	A	Control	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1
45	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	MRR-13-2	G2	C	1	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	MRR-13-2	G2	C	2	A	Control	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1
52	MRR-13-2	G2	C	2	A	Control	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1
53	MRR-13-2	G2	C	2	A	Control	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1
54	MRR-13-2	G2	C	2	A	Control	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1
55	MRR-13-2	G2	C	2	A	Control	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1
56	MRR-13-2	G2	C	2	A	Control	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1
57	MRR-13-2	G2	C	2	A	Control	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1
58	MRR-13-2	G2	C	2	A	Control	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1
59	MRR-13-2	G2	C	2	A	Control	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1
60	MRR-13-2	G2	C	2	A	Control	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1
61	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
67	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
71	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
74	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	MRR-13-2	G2	C	2	A	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
